person_id,player_name,player_name_kanji,team_id,team_name,player_jersey_number,position_type_id,roster_name,staff_kind_id,staff_title,announce_date,movement_id,movement_name,order_id,season,player_name_romaji
1800028,戸郷 翔征,トゴウショウセイ,1,読売ジャイアンツ,20,1.0,投手,4,,20260504.0,101.0,出場選手登録,0.0,2025,To Gou Shou Susumu
1850035,西舘 勇陽,ニシダテユウヒ,1,読売ジャイアンツ,17,1.0,投手,4,,20260701.0,101.0,出場選手登録,0.0,2025,Nishidate Isamu Hi
1900016,堀田 賢慎,ホッタケンシン,1,読売ジャイアンツ,91,1.0,投手,4,,20260503.0,101.0,出場選手登録,0.0,2025,Hotta Ken Makoto
1900019,井上 温大,イノウエハルト,1,読売ジャイアンツ,97,1.0,投手,4,,20260515.0,101.0,出場選手登録,0.0,2025,Inoue Atsushidai
2103689,赤星 優志,アカホシユウジ,1,読売ジャイアンツ,31,1.0,投手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Akahoshi Yuushi
2103697,大勢,タイセイ,1,読売ジャイアンツ,15,1.0,投手,4,,20260331.0,101.0,出場選手登録,0.0,2025,Oozei
2117509,ウィットリー,ウィットリー,1,読売ジャイアンツ,26,1.0,投手,4,,20260703.0,101.0,出場選手登録,0.0,2025,Wit Lee
2118291,田和 廉,タワレン,1,読売ジャイアンツ,30,1.0,投手,4,,20260610.0,101.0,出場選手登録,0.0,2025,Tawa Ren
2118993,竹丸 和幸,タケマルカズユキ,1,読売ジャイアンツ,21,1.0,投手,4,,20260612.0,101.0,出場選手登録,0.0,2025,Takemaru Kazuyuki
1200117,則本 昂大,ノリモトタカヒロ,1,読売ジャイアンツ,43,1.0,投手,4,,20260610.0,102.0,出場選手登録抹消,0.0,2025,Nori Moto Koudai
1450977,森田 駿哉,モリタシュンヤ,1,読売ジャイアンツ,47,1.0,投手,4,,20260622.0,102.0,出場選手登録抹消,0.0,2025,Morita Shun kana
1500052,中川 皓太,ナカガワコウタ,1,読売ジャイアンツ,41,1.0,投手,4,,20260629.0,102.0,出場選手登録抹消,0.0,2025,Nakagawa Kouta
1700029,北浦 竜次,キタウラリュウジ,1,読売ジャイアンツ,56,1.0,投手,4,,20260501.0,102.0,出場選手登録抹消,0.0,2025,Kitaura Ryuuji
1800111,泉 圭輔,イズミケイスケ,1,読売ジャイアンツ,63,1.0,投手,4,,20260408.0,102.0,出場選手登録抹消,0.0,2025,Izumi Keisuke
1960444,ルシアーノ,ルシアーノ,1,読売ジャイアンツ,48,1.0,投手,4,,20260505.0,102.0,出場選手登録抹消,0.0,2025,Le Seer no
1961886,ハワード,ハワード,1,読売ジャイアンツ,28,1.0,投手,4,,20260405.0,102.0,出場選手登録抹消,0.0,2025,Howard
2000040,石川 達也,イシカワタツヤ,1,読売ジャイアンツ,65,1.0,投手,4,,20260509.0,102.0,出場選手登録抹消,0.0,2025,Ishikawa Tatsuya
2108022,又木 鉄平,マタキテッペイ,1,読売ジャイアンツ,46,1.0,投手,4,,20260503.0,102.0,出場選手登録抹消,0.0,2025,Mata Ki Teppei
2117397,宮原 駿介,ミヤハラシュンスケ,1,読売ジャイアンツ,57,1.0,投手,4,,20260529.0,102.0,出場選手登録抹消,0.0,2025,Miyahara Shunsuke
2119000,山城 京平,ヤマシロキョウヘイ,1,読売ジャイアンツ,36,1.0,投手,4,,20260330.0,102.0,出場選手登録抹消,0.0,2025,Yamashiro Kyouhei
2122496,マタ,マタ,1,読売ジャイアンツ,42,1.0,投手,4,,20260426.0,102.0,出場選手登録抹消,0.0,2025,Mata
700069,田中 将大,タナカマサヒロ,1,読売ジャイアンツ,11,1.0,投手,4,,20260612.0,102.0,出場選手登録抹消,0.0,2025,Tanaka Masahiro
1500074,小笠原 慎之介,オガサワラシンノスケ,1,読売ジャイアンツ,98,1.0,投手,4,,20260618.0,111.0,支配下選手登録,1.0,2025,Ogasawara Shinnosuke
1550940,亀田 啓太,カメダケイタ,1,読売ジャイアンツ,22,2.0,捕手,4,,,,,,2025,Kameda Keita
1600138,郡 拓也,コオリタクヤ,1,読売ジャイアンツ,37,2.0,捕手,4,,,,,,2025,Koori Takuya
2000013,喜多 隆介,キタリュウスケ,1,読売ジャイアンツ,20,2.0,捕手,4,,,,,,2025,Kita Ryuusuke
2110140,坂本 達也,サカモトタツヤ,1,読売ジャイアンツ,24,2.0,捕手,4,,,,,,2025,Sakamoto Tatsuya
2120499,松井 蓮太朗,マツイレンタロウ,1,読売ジャイアンツ,6,2.0,捕手,4,,,,,,2025,Matsui Ren Tarou
1300027,小林 誠司,コバヤシセイジ,1,読売ジャイアンツ,22,2.0,捕手,4,,20260421.0,101.0,出場選手登録,0.0,2025,Kobayashi Seiji
1700043,岸田 行倫,キシダユキノリ,1,読売ジャイアンツ,27,2.0,捕手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Kishida Kou Rin
1700044,大城 卓三,オオシロタクミ,1,読売ジャイアンツ,24,2.0,捕手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Ooshiro Takuzou
1000176,甲斐 拓也,カイタクヤ,1,読売ジャイアンツ,10,2.0,捕手,4,,20260706.0,102.0,出場選手登録抹消,0.0,2025,Kai Takuya
1900020,山瀬 慎之助,ヤマセシンノスケ,1,読売ジャイアンツ,67,2.0,捕手,4,,20260420.0,102.0,出場選手登録抹消,0.0,2025,Yamase Shinnosuke
1700049,湯浅 大,ユアサダイ,1,読売ジャイアンツ,0,3.0,内野手,4,,,,,,2025,Yuasa Dai
2000111,川原田 純平,カワラダジュンペイ,1,読売ジャイアンツ,67,3.0,内野手,4,,,,,,2025,Kawaharada Junpei
2104605,北村 流音,キタムラリオ,1,読売ジャイアンツ,27,3.0,内野手,4,,,,,,2025,Kitamura Ryuuon
2107864,中田 歩夢,ナカタアユム,1,読売ジャイアンツ,2,3.0,内野手,4,,,,,,2025,Nakata Ayumi Yume
2108523,荒巻 悠,アラマキユウ,1,読売ジャイアンツ,60,3.0,内野手,4,,,,,,2025,Aramaki Yuu
2112151,村山 源,ムラヤマゲン,1,読売ジャイアンツ,4,3.0,内野手,4,,,,,,2025,Murayama Gen
2112157,田上 優弥,タノウエユウヤ,1,読売ジャイアンツ,5,3.0,内野手,4,,,,,,2025,Taue Yuuya
2116520,竹下 徠空,タケシタライア,1,読売ジャイアンツ,25,3.0,内野手,4,,,,,,2025,Takeshita ??
2119004,藤井 健翔,フジイケンショウ,1,読売ジャイアンツ,99,3.0,内野手,4,,,,,,2025,Fujii Kenshou
1500054,増田 大輝,マスダダイキ,1,読売ジャイアンツ,0,3.0,内野手,4,,20260528.0,101.0,出場選手登録,0.0,2025,Masuda Daiki
1561820,ダルベック,ダルベック,1,読売ジャイアンツ,29,3.0,内野手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Dull Beck
1750321,泉口 友汰,イズグチユウタ,1,読売ジャイアンツ,35,3.0,内野手,4,,20260504.0,101.0,出場選手登録,0.0,2025,Izumi Kuchi Tomo ?
1951153,浦田 俊輔,ウラタシュンスケ,1,読売ジャイアンツ,32,3.0,内野手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Urata Shunsuke
2107874,門脇 誠,カドワキマコト,1,読売ジャイアンツ,5,3.0,内野手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Kadowaki Makoto
700003,坂本 勇人,サカモトハヤト,1,読売ジャイアンツ,6,3.0,内野手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Sakamoto Hayato
1600059,吉川 尚輝,ヨシカワナオキ,1,読売ジャイアンツ,2,3.0,内野手,4,,20260615.0,102.0,出場選手登録抹消,0.0,2025,Yoshikawa Naoki
1700136,リチャード,リチャード,1,読売ジャイアンツ,52,3.0,内野手,4,,20260621.0,102.0,出場選手登録抹消,0.0,2025,Richard
1800024,増田 陸,マスダリク,1,読売ジャイアンツ,61,3.0,内野手,4,,20260528.0,102.0,出場選手登録抹消,0.0,2025,Masuda Riku
2107764,宇都宮 葵星,ウツノミヤキサラ,1,読売ジャイアンツ,68,3.0,内野手,4,,20260422.0,102.0,出場選手登録抹消,0.0,2025,Utsunomiya Aoisei
2110991,小濱 佑斗,コハマユウト,1,読売ジャイアンツ,33,3.0,内野手,4,,20260706.0,102.0,出場選手登録抹消,0.0,2025,Kohama Yuu To
2112330,平山 功太,ヒラヤマコウタ,1,読売ジャイアンツ,69,3.0,内野手,4,,20260523.0,102.0,出場選手登録抹消,0.0,2025,Hirayama Kouta
2116069,石塚 裕惺,イシヅカユウセイ,1,読売ジャイアンツ,23,3.0,内野手,4,,20260426.0,102.0,出場選手登録抹消,0.0,2025,Ishizuka Hiroshi Shizuka
1650818,鈴木 大和,スズキヤマト,1,読売ジャイアンツ,1,4.0,外野手,4,,,,,,2025,Suzuki Yamato
1651302,岡田 悠希,オカダユウキ,1,読売ジャイアンツ,38,4.0,外野手,4,,,,,,2025,Okada Yuki
2104612,三塚 琉生,ミツカルイ,1,読売ジャイアンツ,96,4.0,外野手,4,,,,,,2025,Mitsuzuka Ryuu Sei
2107881,相澤 白虎,アイザワハクト,1,読売ジャイアンツ,8,4.0,外野手,4,,,,,,2025,Aizawa Byakko
2120155,フェリス,フェリス,1,読売ジャイアンツ,49,4.0,外野手,4,,,,,,2025,Ferris
1100095,松本 剛,マツモトゴウ,1,読売ジャイアンツ,9,4.0,外野手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Matsumoto Tsuyoshi
2100225,笹原 操希,ササハラミサキ,1,読売ジャイアンツ,95,4.0,外野手,4,,20260628.0,101.0,出場選手登録,0.0,2025,Sasahara Misao Nozomi
2118420,キャベッジ,キャベッジ,1,読売ジャイアンツ,13,4.0,外野手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Kyabejji
800043,丸 佳浩,マルヨシヒロ,1,読売ジャイアンツ,8,4.0,外野手,4,,20260509.0,101.0,出場選手登録,0.0,2025,Maru Ka Kou
2000007,中山 礼都,ナカヤマライト,1,読売ジャイアンツ,40,4.0,外野手,4,,20260706.0,102.0,出場選手登録抹消,0.0,2025,Nakayama Aya To
2000070,若林 楽人,ワカバヤシガクト,1,読売ジャイアンツ,59,4.0,外野手,4,,20260527.0,102.0,出場選手登録抹消,0.0,2025,Wakabayashi Gakujin
2100531,ティマ,ティマ,1,読売ジャイアンツ,50,4.0,外野手,4,,20260612.0,102.0,出場選手登録抹消,0.0,2025,Ti Ma
2102410,浅野 翔吾,アサノショウゴ,1,読売ジャイアンツ,51,4.0,外野手,4,,20260706.0,102.0,出場選手登録抹消,0.0,2025,Asano Shougo
2102672,皆川 岳飛,ミナカワガクト,1,読売ジャイアンツ,39,4.0,外野手,4,,20260501.0,102.0,出場選手登録抹消,0.0,2025,Minakawa Gakuhi
2105013,萩尾 匡也,ハギオマサヤ,1,読売ジャイアンツ,12,4.0,外野手,4,,20260501.0,102.0,出場選手登録抹消,0.0,2025,Hagio Tadashi na
2106178,佐々木 俊輔,ササキシュンスケ,1,読売ジャイアンツ,44,4.0,外野手,4,,20260624.0,102.0,出場選手登録抹消,0.0,2025,Sasaki Shunsuke
2103888,知念 大成,チネンタイセイ,1,読売ジャイアンツ,94,4.0,外野手,4,,20260706.0,111.0,支配下選手登録,1.0,2025,Chinen Taisei
2103888,知念 大成,チネンタイセイ,1,読売ジャイアンツ,94,4.0,外野手,4,,20260706.0,122.0,育成選手登録抹消,2.0,2025,Chinen Taisei
10282,橋上 秀樹,ハシガミヒデキ,1,読売ジャイアンツ,73,,,10,,,,,,2025,Hashigami Hideki
10270,石井 琢朗,イシイタクロウ,1,読売ジャイアンツ,75,,,2,,,,,,2025,Ishii Takurou
1000139,吉川 大幾,ヨシカワダイキ,1,読売ジャイアンツ,76,,,3,内野守備兼走塁コーチ,,,,,2025,Yoshikawadai Iku
10064,川相 昌弘,カワイマサヒロ,1,読売ジャイアンツ,78,,,3,ディフェンスチーフコーチ,,,,,2025,Kawai Masahiro
10268,久保 康生,クボヤスオ,1,読売ジャイアンツ,84,,,3,巡回投手コーチ,,,,,2025,Kubo Kousei
11156,田口 昌徳,タグチマサノリ,1,読売ジャイアンツ,89,,,3,二軍バッテリーコーチ,,,,,2025,Taguchi Masanori
11165,村田 善則,ムラタヨシノリ,1,読売ジャイアンツ,74,,,3,バッテリーチーフコーチ,,,,,2025,Murata Yoshinori
11502,鈴木 尚広,スズキタカヒロ,1,読売ジャイアンツ,82,,,3,二軍外野守備兼走塁コーチ,,,,,2025,Suzuki Naohiro
11726,實松 一成,サネマツカズナリ,1,読売ジャイアンツ,88,,,3,バッテリーコーチ,,,,,2025,Minoru Matsu Issei
11763,金城 龍彦,キンジョウタツヒコ,1,読売ジャイアンツ,87,,,3,二軍オフェンスコーチ,,,,,2025,Kinjou Tatsuhiko
12107,杉内 俊哉,スギウチトシヤ,1,読売ジャイアンツ,81,,,3,投手チーフコーチ,,,,,2025,Sugiuchi Toshiya
12179,大竹 寛,オオタケカン,1,読売ジャイアンツ,72,,,3,二軍投手コーチ,,,,,2025,Ootake Hiroshi
1500015,ウィーラー,ウィーラー,1,読売ジャイアンツ,86,,,3,打撃コーチ,,,,,2025,Wheeler
1700047,若林 晃弘,ワカバヤシアキヒロ,1,読売ジャイアンツ,106,,,3,三軍ディフェンスコーチ,,,,,2025,Wakabayashi Akihiro
20124,矢野 謙次,ヤノケンジ,1,読売ジャイアンツ,80,,,3,巡回打撃コーチ,,,,,2025,Yano Kenji
300197,李 承燁,イスンヨプ,1,読売ジャイアンツ,90,,,3,打撃コーチ,,,,,2025,Ri Shouyou
400010,内海 哲也,ウツミテツヤ,1,読売ジャイアンツ,77,,,3,投手コーチ,,,,,2025,Utsumi Tetsuya
400011,西村 健太朗,ニシムラケンタロウ,1,読売ジャイアンツ,101,,,3,三軍投手コーチ,,,,,2025,Nishimura Kentarou
500037,亀井 善行,カメイヨシユキ,1,読売ジャイアンツ,79,,,3,外野守備兼走塁コーチ,,,,,2025,Kamei Yoshiyuki
600052,脇谷 亮太,ワキヤリョウタ,1,読売ジャイアンツ,85,,,3,二軍ディフェンスコーチ,,,,,2025,Wakitani Ryouta
600098,山口 鉄也,ヤマグチテツヤ,1,読売ジャイアンツ,71,,,3,二軍投手チーフコーチ,,,,,2025,Yamaguchi Tetsuya
900011,大田 泰示,オオタタイシ,1,読売ジャイアンツ,93,,,3,二軍打撃コーチ,,,,,2025,Oota Yasushi Shimese
900014,橋本 到,ハシモトイタル,1,読売ジャイアンツ,103,,,3,三軍オフェンスコーチ,,,,,2025,Hashimoto Itaru
900055,野上 亮磨,ノガミリョウマ,1,読売ジャイアンツ,104,,,3,三軍投手チーフコーチ,,,,,2025,Nokami Ryou Ma
900093,立岡 宗一郎,タテオカソウイチロウ,1,読売ジャイアンツ,107,,,3,三軍外野守備兼走塁コーチ,,,,,2025,RioOka Souichirou
900400,市川 友也,イチカワトモヤ,1,読売ジャイアンツ,102,,,3,三軍バッテリーコーチ,,,,,2025,Ichikawa Tomoya
600054,会田 有志,アイダユウシ,1,読売ジャイアンツ,70,,,7,,,,,,2025,Aida Yuuji
1200075,石山 泰稚,イシヤマタイチ,2,東京ヤクルトスワローズ,12,1.0,投手,4,,,,,,2025,Ishiyama Yasushi Chi
12113,石川 雅規,イシカワマサノリ,2,東京ヤクルトスワローズ,19,1.0,投手,4,,,,,,2025,Ishikawa Masanori
1500090,青柳 晃洋,アオヤギコウヨウ,2,東京ヤクルトスワローズ,99,1.0,投手,4,,,,,,2025,Aoyagi Akirayou
1600169,長谷川 宙輝,ハセガワヒロキ,2,東京ヤクルトスワローズ,53,1.0,投手,4,,,,,,2025,Hasegawa Chuu Akira
1800031,沼田 翔平,ヌマタショウヘイ,2,東京ヤクルトスワローズ,71,1.0,投手,4,,,,,,2025,Numata Shouhei
1950494,西舘 昂汰,ニシダテコウタ,2,東京ヤクルトスワローズ,14,1.0,投手,4,,,,,,2025,Nishidate Noboru ?
2103343,竹山 日向,タケヤマヒュウガ,2,東京ヤクルトスワローズ,13,1.0,投手,4,,,,,,2025,Takeyama Hinata
2103715,佐藤 琢磨,サトウタクマ,2,東京ヤクルトスワローズ,19,1.0,投手,4,,,,,,2025,Satou Takuma
2103814,西濱 勇星,ニシハマユウセイ,2,東京ヤクルトスワローズ,16,1.0,投手,4,,,,,,2025,Nishihama Isamusei
2107848,坂本 拓己,サカモトタクミ,2,東京ヤクルトスワローズ,56,1.0,投手,4,,,,,,2025,Sakamoto Taku Onore
2111314,鈴木 蓮吾,スズキレンゴ,2,東京ヤクルトスワローズ,49,1.0,投手,4,,,,,,2025,Suzuki Ren Ware
2112327,翔聖,ショウセイ,2,東京ヤクルトスワローズ,17,1.0,投手,4,,,,,,2025,Shou Kiyoshi
2113273,中村 優斗,ナカムラユウト,2,東京ヤクルトスワローズ,15,1.0,投手,4,,,,,,2025,Nakamura Yuu To
2118296,山崎 太陽,ヤマザキタイヨウ,2,東京ヤクルトスワローズ,33,1.0,投手,4,,,,,,2025,Yamazaki Taiyou
2121537,小宮 悠瞳,コミヤユメ,2,東京ヤクルトスワローズ,15,1.0,投手,4,,,,,,2025,Komiya Yuu Hitomi
1500042,高橋 奎二,タカハシケイジ,2,東京ヤクルトスワローズ,47,1.0,投手,4,,20260621.0,101.0,出場選手登録,0.0,2025,Takahashi Kei Ni
1500139,小澤 怜史,コザワレイジ,2,東京ヤクルトスワローズ,45,1.0,投手,4,,20260504.0,101.0,出場選手登録,0.0,2025,Ozawa Reishi
1600075,星 知弥,ホシトモヤ,2,東京ヤクルトスワローズ,24,1.0,投手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Hoshi Chi Wataru
1700060,阪口 皓亮,サカグチコウスケ,2,東京ヤクルトスワローズ,66,1.0,投手,4,,20260513.0,101.0,出場選手登録,0.0,2025,Sakaguchi Akira Ryou
1750696,松本 健吾,マツモトケンゴ,2,東京ヤクルトスワローズ,28,1.0,投手,4,,20260402.0,101.0,出場選手登録,0.0,2025,Matsumoto Kengo
1800033,清水 昇,シミズノボル,2,東京ヤクルトスワローズ,17,1.0,投手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Shimizu Noboru
1900024,奥川 恭伸,オクガワヤスノブ,2,東京ヤクルトスワローズ,18,1.0,投手,4,,20260516.0,101.0,出場選手登録,0.0,2025,Okugawa Yasushi Shin
1900027,大西 広樹,オオニシヒロキ,2,東京ヤクルトスワローズ,44,1.0,投手,4,,20260630.0,101.0,出場選手登録,0.0,2025,Oonishi Hiroki
1961046,キハダ,キハダ,2,東京ヤクルトスワローズ,11,1.0,投手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Kihada
2000025,山野 太一,ヤマノタイチ,2,東京ヤクルトスワローズ,26,1.0,投手,4,,20260422.0,101.0,出場選手登録,0.0,2025,Yamano Taichi
2000033,丸山 翔大,マルヤマショウタ,2,東京ヤクルトスワローズ,68,1.0,投手,4,,20260410.0,101.0,出場選手登録,0.0,2025,Maruyama Shoudai
2103794,吉村 貢司郎,ヨシムラコウジロウ,2,東京ヤクルトスワローズ,21,1.0,投手,4,,20260612.0,101.0,出場選手登録,0.0,2025,Yoshimura Kouji Rou
2105626,廣澤 優,ヒロサワユウ,2,東京ヤクルトスワローズ,70,1.0,投手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Hirosawa Yuu
2122334,リランソ,リランソ,2,東京ヤクルトスワローズ,62,1.0,投手,4,,20260602.0,101.0,出場選手登録,0.0,2025,Riran Soviet
1200076,小川 泰弘,オガワヤスヒロ,2,東京ヤクルトスワローズ,29,1.0,投手,4,,20260605.0,102.0,出場選手登録抹消,0.0,2025,Ogawa Yasuhiro
1300029,田口 麗斗,タグチカズト,2,東京ヤクルトスワローズ,34,1.0,投手,4,,20260504.0,102.0,出場選手登録抹消,0.0,2025,Taguchi Rei To
1300045,高梨 裕稔,タカナシヒロトシ,2,東京ヤクルトスワローズ,40,1.0,投手,4,,20260607.0,102.0,出場選手登録抹消,0.0,2025,Takanashi Hiroshi Minoru
1600121,拓也,タクヤ,2,東京ヤクルトスワローズ,41,1.0,投手,4,,20260614.0,102.0,出場選手登録抹消,0.0,2025,Takuya
1750894,増居 翔太,マスイショウタ,2,東京ヤクルトスワローズ,43,1.0,投手,4,,20260420.0,102.0,出場選手登録抹消,0.0,2025,Zou I Shouta
1851155,石原 勇輝,イシハラユウキ,2,東京ヤクルトスワローズ,35,1.0,投手,4,,20260511.0,102.0,出場選手登録抹消,0.0,2025,Ishihara Yuuki
2000024,木澤 尚文,キザワナオフミ,2,東京ヤクルトスワローズ,20,1.0,投手,4,,20260518.0,102.0,出場選手登録抹消,0.0,2025,Kizawa Naofumi
2000062,大道 温貴,オオミチハルキ,2,東京ヤクルトスワローズ,46,1.0,投手,4,,20260601.0,102.0,出場選手登録抹消,0.0,2025,Daidou On Takashi
2103692,飯田 琉斗,イイダリュウト,2,東京ヤクルトスワローズ,61,1.0,投手,4,,20260629.0,102.0,出場選手登録抹消,0.0,2025,Iida Ryuu To
2107908,下川 隼佑,シモカワシュンスケ,2,東京ヤクルトスワローズ,69,1.0,投手,4,,20260612.0,102.0,出場選手登録抹消,0.0,2025,Shimokawa Shun Yuu
2108291,ウォルターズ,ウォルターズ,2,東京ヤクルトスワローズ,58,1.0,投手,4,,20260504.0,102.0,出場選手登録抹消,0.0,2025,Orutaazu
2117400,荘司 宏太,ショウジコウタ,2,東京ヤクルトスワローズ,30,1.0,投手,4,,20260611.0,102.0,出場選手登録抹消,0.0,2025,Shouji Kouta
2000100,中川 拓真,ナカガワタクマ,2,東京ヤクルトスワローズ,27,2.0,捕手,4,,,,,,2025,Nakagawa Taku Shin
2102052,松本 龍之介,マツモトリュウノスケ,2,東京ヤクルトスワローズ,22,2.0,捕手,4,,,,,,2025,Matsumoto Ryuunosuke
1600078,古賀 優大,コガユウダイ,2,東京ヤクルトスワローズ,2,2.0,捕手,4,,20260326.0,101.0,出場選手登録,0.0,2025,Koga Yuudai
2107172,矢野 泰二郎,ヤノタイジロウ,2,東京ヤクルトスワローズ,57,2.0,捕手,4,,20260630.0,101.0,出場選手登録,0.0,2025,Yano Taijirou
900044,中村 悠平,ナカムラユウヘイ,2,東京ヤクルトスワローズ,27,2.0,捕手,4,,20260403.0,101.0,出場選手登録,0.0,2025,Nakamura Yuuhei
1500125,柿沼 友哉,カキヌマトモヤ,2,東京ヤクルトスワローズ,48,2.0,捕手,4,,20260403.0,102.0,出場選手登録抹消,0.0,2025,Kakinuma Tomo kana
1700090,松本 直樹,マツモトナオキ,2,東京ヤクルトスワローズ,32,2.0,捕手,4,,20260629.0,102.0,出場選手登録抹消,0.0,2025,Matsumoto Naoki
2105063,橋本 星哉,ハシモトセイヤ,2,東京ヤクルトスワローズ,52,2.0,捕手,4,,20260427.0,102.0,出場選手登録抹消,0.0,2025,Hashimoto Hoshi na
2109495,鈴木 叶,スズキキョウ,2,東京ヤクルトスワローズ,65,2.0,捕手,4,,20260608.0,102.0,出場選手登録抹消,0.0,2025,Suzuki Kanou
1000132,山田 哲人,ヤマダテツト,2,東京ヤクルトスワローズ,1,3.0,内野手,4,,,,,,2025,Yamada Tetsuto
2112148,髙野 颯太,タカノソウタ,2,東京ヤクルトスワローズ,26,3.0,内野手,4,,,,,,2025,?? Fuuta
